       -39376	        18548	            0	        13990	     1	            0	    43.52	    562.97	28-nov-2000 10:58:52     	                         	                         	                         	                         	    0	    1A	    6mo2719	12-jan-2001 16:19:33     

       -38840	        17804	            0	        14574	     1	        19908	    40.00	    6840.75	21-nov-2000 02:44:36     	                         	                         	                         	                         	    0	    1A	    6cu2237	21-nov-2000 02:44:49     

        14240	        11259	       134426	          122	     1	        20637	    43.24	    6405.00	31-mar-2000 16:51:30     	                         	31-mar-2000 16:51:50     	31-mar-2000 16:51:50     	31-mar-2000 16:52:01     	    0	    1A	    6co2736	31-mar-2000 16:51:59     

        38502	        18310	            0	        13907	    77	            0	    510.83	    6677.08	17-nov-2000 08:41:20     	                         	                         	                         	                         	    0	    1A	    6ta5114	17-nov-2000 08:41:05     

        39334	        16779	            0	        14572	     1	        14629	    6198.32	    74958.13	28-nov-2000 07:27:34     	                         	                         	                         	                         	    0	    1A	    6ky2599	28-nov-2000 07:27:12     

        39359	        18528	            0	          215	     1	          464	    577.15	    71607.38	28-nov-2000 10:48:17     	                         	                         	                         	                         	    0	    1A	    6ac5076	28-nov-2000 10:47:44     

        39423	        18498	            0	          410	     1	        19667	    522.87	    6285.94	28-nov-2000 14:25:02     	                         	                         	                         	                         	    0	    1A	    6ta5114	28-nov-2000 14:24:47     

        39585	        17167	            0	        14028	     1	        20724	    6187.73	    72933.34	16-jan-2001 22:30:51     	                         	                         	                         	                         	    0	    1A	    6br2464	16-jan-2001 22:28:38     

        39626	        18565	            0	          466	     1	            0	    555.88	    71746.50	23-feb-2001 15:28:55     	                         	                         	                         	                         	    0	    1A	    6he2441	23-feb-2001 15:26:15     

        39635	        18565	            0	          466	     1	        19691	    44.50	    562.50	23-feb-2001 15:28:55     	                         	                         	                         	                         	    0	    1A	    6he2441	23-feb-2001 15:26:15     

        39649	        18565	            0	          466	     1	        20797	    40.01	    40.15	23-feb-2001 15:28:55     	                         	                         	                         	                         	    0	    1A	    6he2441	23-feb-2001 15:26:15     

        39672	        18565	            0	        13990	     1	        20797	    40.39	    43.75	23-feb-2001 15:28:55     	                         	                         	                         	                         	    0	    1A	    6he2441	23-feb-2001 15:26:15     

        39680	        18565	            0	        14016	     1	        20014	    40.52	    44.69	23-feb-2001 15:28:55     	                         	                         	                         	                         	    0	    1A	    6he2441	23-feb-2001 15:26:15     

        39705	        18565	            0	        14599	     1	        20454	    43.75	    531.25	23-feb-2001 15:28:55     	                         	                         	                         	                         	    0	    1A	    6he2441	23-feb-2001 15:26:15     

        39744	        18572	            0	          340	     1	        20454	    561.87	    6703.13	01-mar-2001 11:52:52     	                         	                         	                         	                         	    0	    1A	    6he2441	01-mar-2001 11:52:34     

        39787	        17154	            0	        13990	     1	        20234	    599.82	    74159.31	09-apr-2001 17:21:22     	                         	                         	                         	                         	    0	    1A	    6mo2719	09-apr-2001 17:20:55     

        39794	        18183	            0	        14028	     1	        20014	    597.11	    6758.74	10-apr-2001 09:46:23     	                         	                         	                         	                         	    0	    1A	    6he2441	10-apr-2001 09:45:29     

        23373	        14046	            0	        14705	     1	         9455	    516.17	    43.95	27-jun-2000 09:19:20     	                         	                         	                         	                         	    0	    1A	    6cu5100	27-jun-2000 09:19:10     

        38512	        18324	            0	          466	     1	            0	    592.34	    522.50	17-nov-2000 10:00:04     	                         	                         	                         	                         	    0	    1A	    6ta5114	17-nov-2000 09:59:44     

        39337	        18487	            0	          445	     1	        10463	    6387.00	    593.75	28-nov-2000 10:48:17     	                         	                         	                         	                         	    0	    1A	    6ac5076	28-nov-2000 10:47:44     

        39344	        18500	            0	        13993	     1	        19627	    74421.90	    71069.13	28-nov-2000 10:48:17     	                         	                         	                         	                         	    0	    1A	    6ac5076	28-nov-2000 10:47:44     

        39362	        18535	            0	          189	     1	        20241	    74958.23	    71196.49	28-nov-2000 10:48:17     	                         	                         	                         	                         	    0	    1A	    6ac5076	28-nov-2000 10:47:44     

        39387	        18552	            0	        14105	     1	        20726	    71434.64	    6345.53	28-nov-2000 13:43:03     	                         	                         	                         	                         	    0	    1A	    6ta5114	28-nov-2000 13:42:48     

        39580	        17162	       416421	          466	     1	        19691	    79137.62	    72175.63	16-jan-2001 22:30:51     	                         	16-jan-2001 22:40:31     	16-jan-2001 22:40:31     	16-jan-2001 22:43:28     	    0	    1A	    6br2464	16-jan-2001 22:43:17     

        39644	        18565	            0	          466	     1	        20454	    6547.05	    6131.25	23-feb-2001 15:28:55     	                         	                         	                         	                         	    0	    1A	    6he2441	23-feb-2001 15:26:15     

        39662	        18565	            0	        13601	     1	        20596	    557.42	    40.00	23-feb-2001 15:28:55     	                         	                         	                         	                         	    0	    1A	    6he2441	23-feb-2001 15:26:15     

        39671	        18565	            0	        13990	     1	        20234	    6119.50	    528.56	23-feb-2001 15:28:55     	                         	                         	                         	                         	    0	    1A	    6he2441	23-feb-2001 15:26:15     

        39695	        18565	            0	        14443	     1	        20797	    552.40	    512.50	23-feb-2001 15:28:55     	                         	                         	                         	                         	    0	    1A	    6he2441	23-feb-2001 15:26:15     

        39702	        18565	            0	        14573	     1	        20647	    810019.24	    72381.00	23-feb-2001 15:28:55     	                         	                         	                         	                         	    0	    1A	    6he2441	23-feb-2001 15:26:15     

        39741	        18572	            0	          160	     1	        20797	    73198.00	    6768.75	01-mar-2001 11:52:52     	                         	                         	                         	                         	    0	    1A	    6he2441	01-mar-2001 11:52:34     

        38510	        18322	            0	        13907	     7	            0	    520.48	    42.50	17-nov-2000 09:54:57     	                         	                         	                         	                         	    0	    1A	    6ta5114	17-nov-2000 09:54:44     

        38553	        18333	            0	            1	     1	            0	    816229.17	    40.00	17-nov-2000 11:11:48     	                         	                         	                         	                         	    0	    1A	    6ta5114	17-nov-2000 11:11:34     

        39342	        18492	            0	        12509	     1	        19700	    814549.50	    71770.88	28-nov-2000 10:48:17     	                         	                         	                         	                         	    0	    1A	    6ac5076	28-nov-2000 10:47:44     

        39351	        18517	            0	        14501	     1	        19792	    817595.02	    72139.47	28-nov-2000 10:48:17     	                         	                         	                         	                         	    0	    1A	    6ac5076	28-nov-2000 10:47:44     

