            0	            0	            0	            1

       300000	        20420	       300841	            1

       300002	        20420	       301193	            1

       300003	        20420	       300842	            1

       300004	        20420	       301289	            1

       300005	        20420	       301288	            1

       300008	        20298	       301433	            1

       300009	        20298	       301434	            1

       300010	        20298	       301439	            1

       300011	        20298	       301440	            1

       300012	        20298	       301441	            1

       300013	        20298	       301442	            1

       300018	       300020	       300844	            1

       300019	       300020	       300843	            1

       300020	       300020	       301195	            1

       300021	       300020	       301289	            1

       300022	       300020	       301288	            1

       300035	       300030	       301447	            1

       300040	        19597	       300875	            1

       300041	       300030	       301451	            1

       300045	       300045	       301934	            1

       300047	        20556	       301191	            1

       300056	        20554	       300889	            1

       300060	        20554	       300890	            1

       300061	       300070	       301447	            1

       300064	       300065	       302445	            1

       300070	       300050	       301248	            1

       300075	        20554	       300846	            1

       300085	        20554	       300935	            1

       300095	        20126	       301928	            1

       300096	        20126	       301929	            1

       300097	        20126	       302041	            1

       300098	        20126	       302156	            1

       300099	        20126	       302180	            1

       300100	        20126	       302236	            1

       300101	       300120	       301764	            1

       300107	       300125	       300216	            1

       300108	       300125	       300217	            1

       300109	       300125	       300052	            1

       300110	       300125	       300231	            1

       300111	       300125	       300232	            1

       300112	       300130	       300827	            1

       300115	       300125	       300198	            1

       300120	        19168	       302279	            1

       300122	        19168	       302285	            1

       300123	        19168	       302286	            1

       300124	        19168	       302305	            1

       300125	        19168	       302306	            1

       300126	        19168	       302288	            1

       300127	        19168	       302289	            1

       300128	        19168	       302293	            1

       300129	        19168	       302296	            1

       300130	        19168	       302315	            1

       300132	        19168	       302349	            1

       300133	       300125	       300199	            1

       300135	       300135	       300760	            1

       300141	       300125	       300046	            1

       300145	       300146	       300869	            1

       300146	       300146	       301302	            1

       300151	       300125	       300053	            1

       300152	       300125	       300393	            1

       300155	       300125	       301930	            1

       300157	       300125	       301938	            1

       300159	        19168	       302349	            1

       300160	        19168	       302296	            1

       300165	       300155	       300831	            1

       300175	       300155	       300833	            1

       300181	       300160	       301282	            1

       300185	       300167	       302069	            1

       300190	        20270	       301928	            1

       300192	        20355	       301288	            1

       300195	        20270	       301764	            1

       300196	        20270	       302077	            1

       300200	       300080	       301920	            1

       300205	       300080	       301764	            1

       300206	       300080	       302118	            1

       300211	       300180	       301782	            1

       300231	       300190	       300846	            1

       300232	        20355	       301285	            1

       300240	        20355	       302439	            1

       300241	        20355	       301199	            1

       300242	        20355	       302447	            1

       300245	        20355	       301193	            1

       300246	        20355	       301195	            1

       300247	        20355	       301234	            1

       300249	       300200	       300760	            1

       300250	       300210	       302898	            1

       300255	       300211	       300863	            1

       300260	       300215	       301248	            1

       300267	       300220	       301782	            1

       300268	       300221	       301920	            1

       300270	        20546	       301764	            1

       300271	        20546	       302118	            1

       300273	        20546	       301759	            1

       300274	       300220	       301934	            1

       300280	        20546	       301862	            1

       300285	        20546	       301406	            1

       300291	        20546	       302099	            1

       300301	       300230	       304066	            1

       300305	       300235	       300219	            1

       300306	       300240	       301764	            1

       300307	       300240	       300971	            1

       300310	       300240	       300049	            1

       300315	       300245	       301782	            1

       300318	       300245	       301333	            1

       300325	       300252	       303730	            1

       300326	       300240	       304201	            1

       300327	       300252	       300846	            1

       300328	       300245	       301724	            1

       300330	       300252	       304065	            1

       300335	       300246	       302414	            1

       300340	       300260	       300796	            1

       300341	       300140	       300781	            1

       300349	       300246	       301699	            1

       300354	        20546	       301712	            1

       300362	       300246	       301700	            1

       300369	       300280	       301880	            1

       300375	       300276	       304240	            1

       300382	       300247	       300750	            1

       300391	       300247	       300585	            1

       300392	       300247	       300584	            1

       300394	       300247	       300583	            1

       300396	       300247	       300591	            1

       300400	       300247	       301686	            1

       300401	       300247	       301687	            1

       300403	       300247	       301645	            1

       300404	       300247	       301644	            1

       300405	       300247	       301655	            1

       300406	       300247	       301669	            1

       300660	       300247	       302248	            1

       300662	       300247	       301611	            1

       300664	       300270	       302856	            1

       300671	       300300	       300781	            1

       300672	       300247	       300581	            1

       300675	       300247	       301594	            1

       300676	       300247	       301597	            1

       300679	       300247	       301501	            1

