    40000	    9000000000	    6000000	     0	    9000000000

    40001	    9000000001	    6000001	   100	    9000000001

    40002	    9000000002	    6000002	   200	    9000000002

    40003	    9000000003	    6000003	   300	    9000000003

    40004	    9000000004	    6000004	   400	    9000000004

    40005	    9000000005	    6000005	   500	    9000000005

    40006	    9000000006	    6000006	   600	    9000000006

    40007	    9000000007	    6000007	   700	    9000000007

    40008	    9000000008	    6000008	   800	    9000000008

    40009	    9000000009	    6000009	   900	    9000000009

    40010	    9000000010	    6000010	  1000	    9000000010

    40011	    9000000011	    6000011	  1100	    9000000011

    40012	    9000000012	    6000012	  1200	    9000000012

    40013	    9000000013	    6000013	  1300	    9000000013

    40014	    9000000014	    6000014	  1400	    9000000014

    40015	    9000000015	    6000015	  1500	    9000000015

    40016	    9000000016	    6000016	  1600	    9000000016

    40017	    9000000017	    6000017	  1700	    9000000017

    40018	    9000000018	    6000018	  1800	    9000000018

    40019	    9000000019	    6000019	  1900	    9000000019

    40020	    9000000020	    6000020	  2000	    9000000020

    40021	    9000000021	    6000021	  2100	    9000000021

    40022	    9000000022	    6000022	  2200	    9000000022

    40023	    9000000023	    6000023	  2300	    9000000023

    40024	    9000000024	    6000024	  2400	    9000000024

    40025	    9000000025	    6000025	  2500	    9000000025

    40026	    9000000026	    6000026	  2600	    9000000026

    40027	    9000000027	    6000027	  2700	    9000000027

    40028	    9000000028	    6000028	  2800	    9000000028

    40029	    9000000029	    6000029	  2900	    9000000029

    40030	    9000000030	    6000030	  3000	    9000000030

    40031	    9000000031	    6000031	  3100	    9000000031

    40032	    9000000032	    6000032	  3200	    9000000032

    40033	    9000000033	    6000033	  3300	    9000000033

    40034	    9000000034	    6000034	  3400	    9000000034

    40035	    9000000035	    6000035	  3500	    9000000035

    40036	    9000000036	    6000036	  3600	    9000000036

    40037	    9000000037	    6000037	  3700	    9000000037

    40038	    9000000038	    6000038	  3800	    9000000038

    40039	    9000000039	    6000039	  3900	    9000000039

    40040	    9000000040	    6000040	  4000	    9000000040

    40041	    9000000041	    6000041	  4100	    9000000041

    40042	    9000000042	    6000042	  4200	    9000000042

    40043	    9000000043	    6000043	  4300	    9000000043

    40044	    9000000044	    6000044	  4400	    9000000044

    40045	    9000000045	    6000045	  4500	    9000000045

    40046	    9000000046	    6000046	  4600	    9000000046

    40047	    9000000047	    6000047	  4700	    9000000047

    40048	    9000000048	    6000048	  4800	    9000000048

    40049	    9000000049	    6000049	  4900	    9000000049

    40050	    9000000050	    6000050	  5000	    9000000050

    40051	    9000000051	    6000051	  5100	    9000000051

    40052	    9000000052	    6000052	  5200	    9000000052

    40053	    9000000053	    6000053	  5300	    9000000053

    40054	    9000000054	    6000054	  5400	    9000000054

    40055	    9000000055	    6000055	  5500	    9000000055

    40056	    9000000056	    6000056	  5600	    9000000056

    40057	    9000000057	    6000057	  5700	    9000000057

    40058	    9000000058	    6000058	  5800	    9000000058

    40059	    9000000059	    6000059	  5900	    9000000059

    40060	    9000000060	    6000060	  6000	    9000000060

    40061	    9000000061	    6000061	  6100	    9000000061

    40062	    9000000062	    6000062	  6200	    9000000062

    40063	    9000000063	    6000063	  6300	    9000000063

    40064	    9000000064	    6000064	  6400	    9000000064

    40065	    9000000065	    6000065	  6500	    9000000065

    40066	    9000000066	    6000066	  6600	    9000000066

    40067	    9000000067	    6000067	  6700	    9000000067

    40068	    9000000068	    6000068	  6800	    9000000068

    40069	    9000000069	    6000069	  6900	    9000000069

    40070	    9000000070	    6000070	  7000	    9000000070

    40071	    9000000071	    6000071	  7100	    9000000071

    40072	    9000000072	    6000072	  7200	    9000000072

    40073	    9000000073	    6000073	  7300	    9000000073

    40074	    9000000074	    6000074	  7400	    9000000074

    40075	    9000000075	    6000075	  7500	    9000000075

    40076	    9000000076	    6000076	  7600	    9000000076

    40077	    9000000077	    6000077	  7700	    9000000077

    40078	    9000000078	    6000078	  7800	    9000000078

    40079	    9000000079	    6000079	  7900	    9000000079

    40080	    9000000080	    6000080	  8000	    9000000080

    40081	    9000000081	    6000081	  8100	    9000000081

    40082	    9000000082	    6000082	  8200	    9000000082

    40083	    9000000083	    6000083	  8300	    9000000083

    40084	    9000000084	    6000084	  8400	    9000000084

    40085	    9000000085	    6000085	  8500	    9000000085

    40086	    9000000086	    6000086	  8600	    9000000086

    40087	    9000000087	    6000087	  8700	    9000000087

    40088	    9000000088	    6000088	  8800	    9000000088

    40089	    9000000089	    6000089	  8900	    9000000089

    40090	    9000000090	    6000090	  9000	    9000000090

    40091	    9000000091	    6000091	  9100	    9000000091

    40092	    9000000092	    6000092	  9200	    9000000092

    40093	    9000000093	    6000093	  9300	    9000000093

    40094	    9000000094	    6000094	  9400	    9000000094

    40095	    9000000095	    6000095	  9500	    9000000095

    40096	    9000000096	    6000096	  9600	    9000000096

    40097	    9000000097	    6000097	  9700	    9000000097

