    40000	    40000	     0

    40001	    40001	   100

    40002	    40002	   200

    40003	    40003	   300

    40004	    40004	   400

    40005	    40005	   500

    40006	    40006	   600

    40007	    40007	   700

    40008	    40008	   800

    40009	    40009	   900

    40010	    40010	  1000

    40011	    40011	  1100

    40012	    40012	  1200

    40013	    40013	  1300

    40014	    40014	  1400

    40015	    40015	  1500

    40016	    40016	  1600

    40017	    40017	  1700

    40018	    40018	  1800

    40019	    40019	  1900

    40020	    40020	  2000

    40021	    40021	  2100

    40022	    40022	  2200

    40023	    40023	  2300

    40024	    40024	  2400

    40025	    40025	  2500

    40026	    40026	  2600

    40027	    40027	  2700

    40028	    40028	  2800

    40029	    40029	  2900

    40030	    40030	  3000

    40031	    40031	  3100

    40032	    40032	  3200

    40033	    40033	  3300

    40034	    40034	  3400

    40035	    40035	  3500

    40036	    40036	  3600

    40037	    40037	  3700

    40038	    40038	  3800

    40039	    40039	  3900

    40040	    40040	  4000

    40041	    40041	  4100

    40042	    40042	  4200

    40043	    40043	  4300

    40044	    40044	  4400

    40045	    40045	  4500

    40046	    40046	  4600

    40047	    40047	  4700

    40048	    40048	  4800

    40049	    40049	  4900

    40050	    40050	  5000

    40051	    40051	  5100

    40052	    40052	  5200

    40053	    40053	  5300

    40054	    40054	  5400

    40055	    40055	  5500

    40056	    40056	  5600

    40057	    40057	  5700

    40058	    40058	  5800

    40059	    40059	  5900

    40060	    40060	  6000

    40061	    40061	  6100

    40062	    40062	  6200

    40063	    40063	  6300

    40064	    40064	  6400

    40065	    40065	  6500

    40066	    40066	  6600

    40067	    40067	  6700

    40068	    40068	  6800

    40069	    40069	  6900

    40070	    40070	  7000

    40071	    40071	  7100

    40072	    40072	  7200

    40073	    40073	  7300

    40074	    40074	  7400

    40075	    40075	  7500

    40076	    40076	  7600

    40077	    40077	  7700

    40078	    40078	  7800

    40079	    40079	  7900

    40080	    40080	  8000

    40081	    40081	  8100

    40082	    40082	  8200

    40083	    40083	  8300

    40084	    40084	  8400

    40085	    40085	  8500

    40086	    40086	  8600

    40087	    40087	  8700

    40088	    40088	  8800

    40089	    40089	  8900

    40090	    40090	  9000

    40091	    40091	  9100

    40092	    40092	  9200

    40093	    40093	  9300

    40094	    40094	  9400

    40095	    40095	  9500

    40096	    40096	  9600

    40097	    40097	  9700

    40098	    40098	  9800

    40099	    40099	  9900

    40100	    40100	 10000

    40101	    40101	 10100

    40102	    40102	 10200

    40103	    40103	 10300

    40104	    40104	 10400

    40105	    40105	 10500

    40106	    40106	 10600

    40107	    40107	 10700

    40108	    40108	 10800

    40109	    40109	 10900

    40110	    40110	 11000

    40111	    40111	 11100

    40112	    40112	 11200

    40113	    40113	 11300

    40114	    40114	 11400

    40115	    40115	 11500

    40116	    40116	 11600

    40117	    40117	 11700

    40118	    40118	 11800

    40119	    40119	 11900

    40120	    40120	 12000

    40121	    40121	 12100

    40122	    40122	 12200

    40123	    40123	 12300

    40124	    40124	 12400

    40125	    40125	 12500

    40126	    40126	 12600

    40127	    40127	 12700

    40128	    40128	 12800

    40129	    40129	 12900

    40130	    40130	 13000

    40131	    40131	 13100

    40132	    40132	 13200

    40133	    40133	 13300

    40134	    40134	 13400

    40135	    40135	 13500

    40136	    40136	 13600

    40137	    40137	 13700

    40138	    40138	 13800

    40139	    40139	 13900

    40140	    40140	 14000

    40141	    40141	 14100

    40142	    40142	 14200

    40143	    40143	 14300

    40144	    40144	 14400

    40145	    40145	 14500

    40146	    40146	 14600

    40147	    40147	 14700

    40148	    40148	 14800

    40149	    40149	 14900

    40150	    40150	 15000

    40151	    40151	 15100

    40152	    40152	 15200

    40153	    40153	 15300

    40154	    40154	 15400

    40155	    40155	 15500

    40156	    40156	 15600

    40157	    40157	 15700

    40158	    40158	 15800

    40159	    40159	 15900

    40160	    40160	 16000

    40161	    40161	 16100

    40162	    40162	 16200

    40163	    40163	 16300

    40164	    40164	 16400

    40165	    40165	 16500

    40166	    40166	 16600

    40167	    40167	 16700

    40168	    40168	 16800

    40169	    40169	 16900

    40170	    40170	 17000

    40171	    40171	 17100

    40172	    40172	 17200

    40173	    40173	 17300

    40174	    40174	 17400

    40175	    40175	 17500

    40176	    40176	 17600

    40177	    40177	 17700

    40178	    40178	 17800

    40179	    40179	 17900

    40180	    40180	 18000

    40181	    40181	 18100

    40182	    40182	 18200

    40183	    40183	 18300

    40184	    40184	 18400

    40185	    40185	 18500

    40186	    40186	 18600

    40187	    40187	 18700

    40188	    40188	 18800

    40189	    40189	 18900

    40190	    40190	 19000

    40191	    40191	 19100

    40192	    40192	 19200

    40193	    40193	 19300

    40194	    40194	 19400

    40195	    40195	 19500

    40196	    40196	 19600

