   -40	     0	            0	      0.000	      0.000	               $0.00	01-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc0ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -39	     1	            1	      0.010	      0.010	               $1.00	02-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc0ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -38	     2	            2	      0.020	      0.020	               $2.00	03-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc0ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -37	     3	            3	      0.030	      0.030	               $3.00	04-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc0ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -36	     4	            4	      0.040	      0.040	               $4.00	05-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc0ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -35	     5	            5	      0.050	      0.050	               $5.00	06-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc0ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -34	     6	            6	      0.060	      0.060	               $6.00	07-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc0ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -33	     7	            7	      0.070	      0.070	               $7.00	08-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc0ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -32	     8	            8	      0.080	      0.080	               $8.00	09-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc0ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -31	     9	            9	      0.090	      0.090	               $9.00	10-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc0ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -30	    10	           10	      0.100	      0.100	              $10.00	11-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -29	    11	           11	      0.110	      0.110	              $11.00	12-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -28	    12	           12	      0.120	      0.120	              $12.00	13-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -27	    13	           13	      0.130	      0.130	              $13.00	14-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -26	    14	           14	      0.140	      0.140	              $14.00	15-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -25	    15	           15	      0.150	      0.150	              $15.00	16-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -24	    16	           16	      0.160	      0.160	              $16.00	17-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -23	    17	           17	      0.170	      0.170	              $17.00	18-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -22	    18	           18	      0.180	      0.180	              $18.00	19-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -21	    19	           19	      0.190	      0.190	              $19.00	20-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -20	    20	           20	      0.200	      0.200	              $20.00	21-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -19	    21	           21	      0.210	      0.210	              $21.00	22-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -18	    22	           22	      0.220	      0.220	              $22.00	23-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -17	    23	           23	      0.230	      0.230	              $23.00	24-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -16	    24	           24	      0.240	      0.240	              $24.00	25-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -15	    25	           25	      0.250	      0.250	              $25.00	26-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -14	    26	           26	      0.260	      0.260	              $26.00	27-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -13	    27	           27	      0.270	      0.270	              $27.00	28-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -12	    28	           28	      0.280	      0.280	              $28.00	29-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -11	    29	           29	      0.290	      0.290	              $29.00	30-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   -10	    30	           30	      0.300	      0.300	              $30.00	31-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    -9	    31	           31	      0.310	      0.310	              $31.00	01-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    -8	    32	           32	      0.320	      0.320	              $32.00	02-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    -7	    33	           33	      0.330	      0.330	              $33.00	03-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    -6	    34	           34	      0.340	      0.340	              $34.00	04-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    -5	    35	           35	      0.350	      0.350	              $35.00	05-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    -4	    36	           36	      0.360	      0.360	              $36.00	06-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    -3	    37	           37	      0.370	      0.370	              $37.00	07-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    -2	    38	           38	      0.380	      0.380	              $38.00	08-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    -1	    39	           39	      0.390	      0.390	              $39.00	09-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     0	    40	           40	      0.400	      0.400	              $40.00	10-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     1	    41	           41	      0.410	      0.410	              $41.00	11-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     2	    42	           42	      0.420	      0.420	              $42.00	12-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     3	    43	           43	      0.430	      0.430	              $43.00	13-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     4	    44	           44	      0.440	      0.440	              $44.00	14-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     5	    45	           45	      0.450	      0.450	              $45.00	15-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     6	    46	           46	      0.460	      0.460	              $46.00	16-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     7	    47	           47	      0.470	      0.470	              $47.00	17-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     8	    48	           48	      0.480	      0.480	              $48.00	18-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     9	    49	           49	      0.490	      0.490	              $49.00	19-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    10	    50	           50	      0.500	      0.500	              $50.00	20-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    11	    51	           51	      0.510	      0.510	              $51.00	21-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    12	    52	           52	      0.520	      0.520	              $52.00	22-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    13	    53	           53	      0.530	      0.530	              $53.00	23-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    14	    54	           54	      0.540	      0.540	              $54.00	24-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    15	    55	           55	      0.550	      0.550	              $55.00	25-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    16	    56	           56	      0.560	      0.560	              $56.00	26-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    17	    57	           57	      0.570	      0.570	              $57.00	27-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    18	    58	           58	      0.580	      0.580	              $58.00	28-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    19	    59	           59	      0.590	      0.590	              $59.00	29-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    20	    60	           60	      0.600	      0.600	              $60.00	01-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    21	    61	           61	      0.610	      0.610	              $61.00	02-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    22	    62	           62	      0.620	      0.620	              $62.00	03-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    23	    63	           63	      0.630	      0.630	              $63.00	04-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    24	    64	           64	      0.640	      0.640	              $64.00	05-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    25	    65	           65	      0.650	      0.650	              $65.00	06-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    26	    66	           66	      0.660	      0.660	              $66.00	07-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    27	    67	           67	      0.670	      0.670	              $67.00	08-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    28	    68	           68	      0.680	      0.680	              $68.00	09-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    29	    69	           69	      0.690	      0.690	              $69.00	10-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    30	    70	           70	      0.700	      0.700	              $70.00	11-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    31	    71	           71	      0.710	      0.710	              $71.00	12-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    32	    72	           72	      0.720	      0.720	              $72.00	13-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    33	    73	           73	      0.730	      0.730	              $73.00	14-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    34	    74	           74	      0.740	      0.740	              $74.00	15-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    35	    75	           75	      0.750	      0.750	              $75.00	16-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    36	    76	           76	      0.760	      0.760	              $76.00	17-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    37	    77	           77	      0.770	      0.770	              $77.00	18-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    38	    78	           78	      0.780	      0.780	              $78.00	19-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

