     1 ,          1 ,     1.00 ,         1.0000 ,           ,good-bye   ,     1.00 ,            
     2 ,        101 ,     2.10 ,       101.1234 ,           ,good-bye   ,     1.00 ,            
     3 ,        201 ,     3.20 ,       201.2468 ,           ,good-bye   ,     1.00 ,            
     4 ,        301 ,     4.30 ,       301.3702 ,           ,good-bye   ,     1.00 ,            
     5 ,        401 ,     5.40 ,       401.4936 ,           ,good-bye   ,     1.00 ,            
     6 ,        501 ,     6.50 ,       501.6170 ,           ,good-bye   ,     1.00 ,            
     7 ,        601 ,     7.60 ,       601.7404 ,           ,good-bye   ,     1.00 ,            
     8 ,        701 ,     8.70 ,       701.8638 ,           ,good-bye   ,     1.00 ,            
     9 ,        801 ,     9.80 ,       801.9872 ,           ,good-bye   ,     1.00 ,            
    10 ,        901 ,    10.90 ,       902.1106 ,           ,good-bye   ,     1.00 ,            
    11 ,       1001 ,    12.00 ,      1002.2340 ,           ,good-bye   ,     1.00 ,            
    12 ,       1101 ,    13.10 ,      1102.3574 ,           ,good-bye   ,     1.00 ,            
    13 ,       1201 ,    14.20 ,      1202.4808 ,           ,good-bye   ,     1.00 ,            
    14 ,       1301 ,    15.30 ,      1302.6042 ,           ,good-bye   ,     1.00 ,            
    15 ,       1401 ,    16.40 ,      1402.7276 ,           ,good-bye   ,     1.00 ,            
    16 ,       1501 ,    17.50 ,      1502.8510 ,           ,good-bye   ,     1.00 ,            
    17 ,       1601 ,    18.60 ,      1602.9744 ,           ,good-bye   ,     1.00 ,            
    18 ,       1701 ,    19.70 ,      1703.0978 ,           ,good-bye   ,     1.00 ,            
    19 ,       1801 ,    20.80 ,      1803.2212 ,           ,good-bye   ,     1.00 ,            
    20 ,       1901 ,    21.90 ,      1903.3446 ,           ,good-bye   ,     1.00 ,            
    21 ,       2001 ,    23.00 ,      2003.4680 ,           ,good-bye   ,     1.00 ,            
    22 ,       2101 ,    24.10 ,      2103.5914 ,           ,good-bye   ,     1.00 ,            
    23 ,       2201 ,    25.20 ,      2203.7148 ,           ,good-bye   ,     1.00 ,            
    24 ,       2301 ,    26.30 ,      2303.8382 ,           ,good-bye   ,     1.00 ,            
    25 ,       2401 ,    27.40 ,      2403.9616 ,           ,good-bye   ,     1.00 ,            
    26 ,       2501 ,    28.50 ,      2504.0850 ,           ,good-bye   ,     1.00 ,            
    27 ,       2601 ,    29.60 ,      2604.2084 ,           ,good-bye   ,     1.00 ,            
    28 ,       2701 ,    30.70 ,      2704.3318 ,           ,good-bye   ,     1.00 ,            
    29 ,       2801 ,    31.80 ,      2804.4552 ,           ,good-bye   ,     1.00 ,            
    30 ,       2901 ,    32.90 ,      2904.5786 ,           ,good-bye   ,     1.00 ,            
    31 ,       3001 ,    34.00 ,      3004.7020 ,           ,good-bye   ,     1.00 ,            
    32 ,       3101 ,    35.10 ,      3104.8254 ,           ,good-bye   ,     1.00 ,            
    33 ,       3201 ,    36.20 ,      3204.9488 ,           ,good-bye   ,     1.00 ,            
    34 ,       3301 ,    37.30 ,      3305.0722 ,           ,good-bye   ,     1.00 ,            
    35 ,       3401 ,    38.40 ,      3405.1956 ,           ,good-bye   ,     1.00 ,            
    36 ,       3501 ,    39.50 ,      3505.3190 ,           ,good-bye   ,     1.00 ,            
    37 ,       3601 ,    40.60 ,      3605.4424 ,           ,good-bye   ,     1.00 ,            
    38 ,       3701 ,    41.70 ,      3705.5658 ,           ,good-bye   ,     1.00 ,            
    39 ,       3801 ,    42.80 ,      3805.6892 ,           ,good-bye   ,     1.00 ,            
    40 ,       3901 ,    43.90 ,      3905.8126 ,           ,good-bye   ,     1.00 ,            
    41 ,       4001 ,    45.00 ,      4005.9360 ,           ,good-bye   ,     1.00 ,            
    42 ,       4101 ,    46.10 ,      4106.0594 ,           ,good-bye   ,     1.00 ,            
    43 ,       4201 ,    47.20 ,      4206.1828 ,           ,good-bye   ,     1.00 ,            
    44 ,       4301 ,    48.30 ,      4306.3062 ,           ,good-bye   ,     1.00 ,            
    45 ,       4401 ,    49.40 ,      4406.4296 ,           ,good-bye   ,     1.00 ,            
    46 ,       4501 ,    50.50 ,      4506.5530 ,           ,good-bye   ,     1.00 ,            
    47 ,       4601 ,    51.60 ,      4606.6764 ,           ,good-bye   ,     1.00 ,            
    48 ,       4701 ,    52.70 ,      4706.7998 ,           ,good-bye   ,     1.00 ,            
    49 ,       4801 ,    53.80 ,      4806.9232 ,           ,good-bye   ,     1.00 ,            
    50 ,       4901 ,    54.90 ,      4907.0466 ,           ,good-bye   ,     1.00 ,            
    51 ,       5001 ,    56.00 ,      5007.1700 ,           ,good-bye   ,     1.00 ,            
    52 ,       5101 ,    57.10 ,      5107.2934 ,           ,good-bye   ,     1.00 ,            
    53 ,       5201 ,    58.20 ,      5207.4168 ,           ,good-bye   ,     1.00 ,            
    54 ,       5301 ,    59.30 ,      5307.5402 ,           ,good-bye   ,     1.00 ,            
    55 ,       5401 ,    60.40 ,      5407.6636 ,           ,good-bye   ,     1.00 ,            
    56 ,       5501 ,    61.50 ,      5507.7870 ,           ,good-bye   ,     1.00 ,            
    57 ,       5601 ,    62.60 ,      5607.9104 ,           ,good-bye   ,     1.00 ,            
    58 ,       5701 ,    63.70 ,      5708.0338 ,           ,good-bye   ,     1.00 ,            
    59 ,       5801 ,    64.80 ,      5808.1572 ,           ,good-bye   ,     1.00 ,            
    60 ,       5901 ,    65.90 ,      5908.2806 ,           ,good-bye   ,     1.00 ,            
    61 ,       6001 ,    67.00 ,      6008.4040 ,           ,good-bye   ,     1.00 ,            
    62 ,       6101 ,    68.10 ,      6108.5274 ,           ,good-bye   ,     1.00 ,            
    63 ,       6201 ,    69.20 ,      6208.6508 ,           ,good-bye   ,     1.00 ,            
    64 ,       6301 ,    70.30 ,      6308.7742 ,           ,good-bye   ,     1.00 ,            
    65 ,       6401 ,    71.40 ,      6408.8976 ,           ,good-bye   ,     1.00 ,            
    66 ,       6501 ,    72.50 ,      6509.0210 ,           ,good-bye   ,     1.00 ,            
    67 ,       6601 ,    73.60 ,      6609.1444 ,           ,good-bye   ,     1.00 ,            
    68 ,       6701 ,    74.70 ,      6709.2678 ,           ,good-bye   ,     1.00 ,            
    69 ,       6801 ,    75.80 ,      6809.3912 ,           ,good-bye   ,     1.00 ,            
    70 ,       6901 ,    76.90 ,      6909.5146 ,           ,good-bye   ,     1.00 ,            
    71 ,       7001 ,    78.00 ,      7009.6380 ,           ,good-bye   ,     1.00 ,            
    72 ,       7101 ,    79.10 ,      7109.7614 ,           ,good-bye   ,     1.00 ,            
    73 ,       7201 ,    80.20 ,      7209.8848 ,           ,good-bye   ,     1.00 ,            
    74 ,       7301 ,    81.30 ,      7310.0082 ,           ,good-bye   ,     1.00 ,            
    75 ,       7401 ,    82.40 ,      7410.1316 ,           ,good-bye   ,     1.00 ,            
    76 ,       7501 ,    83.50 ,      7510.2550 ,           ,good-bye   ,     1.00 ,            
    77 ,       7601 ,    84.60 ,      7610.3784 ,           ,good-bye   ,     1.00 ,            
    78 ,       7701 ,    85.70 ,      7710.5018 ,           ,good-bye   ,     1.00 ,            
    79 ,       7801 ,    86.80 ,      7810.6252 ,           ,good-bye   ,     1.00 ,            
    80 ,       7901 ,    87.90 ,      7910.7486 ,           ,good-bye   ,     1.00 ,            
    81 ,       8001 ,    89.00 ,      8010.8720 ,           ,good-bye   ,     1.00 ,            
    82 ,       8101 ,    90.10 ,      8110.9954 ,           ,good-bye   ,     1.00 ,            
    83 ,       8201 ,    91.20 ,      8211.1188 ,           ,good-bye   ,     1.00 ,            
    84 ,       8301 ,    92.30 ,      8311.2422 ,           ,good-bye   ,     1.00 ,            
    85 ,       8401 ,    93.40 ,      8411.3656 ,           ,good-bye   ,     1.00 ,            
    86 ,       8501 ,    94.50 ,      8511.4890 ,           ,good-bye   ,     1.00 ,            
    87 ,       8601 ,    95.60 ,      8611.6124 ,           ,good-bye   ,     1.00 ,            
    88 ,       8701 ,    96.70 ,      8711.7358 ,           ,good-bye   ,     1.00 ,            
    89 ,       8801 ,    97.80 ,      8811.8592 ,           ,good-bye   ,     1.00 ,            
    90 ,       8901 ,    98.90 ,      8911.9826 ,           ,good-bye   ,     1.00 ,            
    91 ,       9001 ,   100.00 ,      9012.1060 ,           ,good-bye   ,     1.00 ,            
    92 ,       9101 ,   101.10 ,      9112.2294 ,           ,good-bye   ,     1.00 ,            
    93 ,       9201 ,   102.20 ,      9212.3528 ,           ,good-bye   ,     1.00 ,            
    94 ,       9301 ,   103.30 ,      9312.4762 ,           ,good-bye   ,     1.00 ,            
    95 ,       9401 ,   104.40 ,      9412.5996 ,           ,good-bye   ,     1.00 ,            
    96 ,       9501 ,   105.50 ,      9512.7230 ,           ,good-bye   ,     1.00 ,            
    97 ,       9601 ,   106.60 ,      9612.8464 ,           ,good-bye   ,     1.00 ,            
    98 ,       9701 ,   107.70 ,      9712.9698 ,           ,good-bye   ,     1.00 ,            
    99 ,       9801 ,   108.80 ,      9813.0932 ,           ,good-bye   ,     1.00 ,            
   100 ,       9901 ,   109.90 ,      9913.2166 ,           ,good-bye   ,     1.00 ,            
   101 ,      10001 ,   111.00 ,     10013.3400 ,           ,good-bye   ,     1.00 ,            
   102 ,      10101 ,   112.10 ,     10113.4634 ,           ,good-bye   ,     1.00 ,            
   103 ,      10201 ,   113.20 ,     10213.5868 ,           ,good-bye   ,     1.00 ,            
   104 ,      10301 ,   114.30 ,     10313.7102 ,           ,good-bye   ,     1.00 ,            
   105 ,      10401 ,   115.40 ,     10413.8336 ,           ,good-bye   ,     1.00 ,            
   106 ,      10501 ,   116.50 ,     10513.9570 ,           ,good-bye   ,     1.00 ,            
   107 ,      10601 ,   117.60 ,     10614.0804 ,           ,good-bye   ,     1.00 ,            
   108 ,      10701 ,   118.70 ,     10714.2038 ,           ,good-bye   ,     1.00 ,            
   109 ,      10801 ,   119.80 ,     10814.3272 ,           ,good-bye   ,     1.00 ,            
   110 ,      10901 ,   120.90 ,     10914.4506 ,           ,good-bye   ,     1.00 ,            
   111 ,      11001 ,   122.00 ,     11014.5740 ,           ,good-bye   ,     1.00 ,            
   112 ,      11101 ,   123.10 ,     11114.6974 ,           ,good-bye   ,     1.00 ,            
   113 ,      11201 ,   124.20 ,     11214.8208 ,           ,good-bye   ,     1.00 ,            
   114 ,      11301 ,   125.30 ,     11314.9442 ,           ,good-bye   ,     1.00 ,            
   115 ,      11401 ,   126.40 ,     11415.0676 ,           ,good-bye   ,     1.00 ,            
   116 ,      11501 ,   127.50 ,     11515.1910 ,           ,good-bye   ,     1.00 ,            
   117 ,      11601 ,   128.60 ,     11615.3144 ,           ,good-bye   ,     1.00 ,            
   118 ,      11701 ,   129.70 ,     11715.4378 ,           ,good-bye   ,     1.00 ,            
   119 ,      11801 ,   130.80 ,     11815.5612 ,           ,good-bye   ,     1.00 ,            
   120 ,      11901 ,   131.90 ,     11915.6846 ,           ,good-bye   ,     1.00 ,            
   121 ,      12001 ,   133.00 ,     12015.8080 ,           ,good-bye   ,     1.00 ,            
   122 ,      12101 ,   134.10 ,     12115.9314 ,           ,good-bye   ,     1.00 ,            
   123 ,      12201 ,   135.20 ,     12216.0548 ,           ,good-bye   ,     1.00 ,            
   124 ,      12301 ,   136.30 ,     12316.1782 ,           ,good-bye   ,     1.00 ,            
   125 ,      12401 ,   137.40 ,     12416.3016 ,           ,good-bye   ,     1.00 ,            
   126 ,      12501 ,   138.50 ,     12516.4250 ,           ,good-bye   ,     1.00 ,            
   127 ,      12601 ,   139.60 ,     12616.5484 ,           ,good-bye   ,     1.00 ,            
   128 ,      12701 ,   140.70 ,     12716.6718 ,           ,good-bye   ,     1.00 ,            
   129 ,      12801 ,   141.80 ,     12816.7952 ,           ,good-bye   ,     1.00 ,            
   130 ,      12901 ,   142.90 ,     12916.9186 ,           ,good-bye   ,     1.00 ,            
   131 ,      13001 ,   144.00 ,     13017.0420 ,           ,good-bye   ,     1.00 ,            
   132 ,      13101 ,   145.10 ,     13117.1654 ,           ,good-bye   ,     1.00 ,            
   133 ,      13201 ,   146.20 ,     13217.2888 ,           ,good-bye   ,     1.00 ,            
   134 ,      13301 ,   147.30 ,     13317.4122 ,           ,good-bye   ,     1.00 ,            
   135 ,      13401 ,   148.40 ,     13417.5356 ,           ,good-bye   ,     1.00 ,            
   136 ,      13501 ,   149.50 ,     13517.6590 ,           ,good-bye   ,     1.00 ,            
   137 ,      13601 ,   150.60 ,     13617.7824 ,           ,good-bye   ,     1.00 ,            
   138 ,      13701 ,   151.70 ,     13717.9058 ,           ,good-bye   ,     1.00 ,            
   139 ,      13801 ,   152.80 ,     13818.0292 ,           ,good-bye   ,     1.00 ,            
   140 ,      13901 ,   153.90 ,     13918.1526 ,           ,good-bye   ,     1.00 ,            
   141 ,      14001 ,   155.00 ,     14018.2760 ,           ,good-bye   ,     1.00 ,            
   142 ,      14101 ,   156.10 ,     14118.3994 ,           ,good-bye   ,     1.00 ,            
   143 ,      14201 ,   157.20 ,     14218.5228 ,           ,good-bye   ,     1.00 ,            
   144 ,      14301 ,   158.30 ,     14318.6462 ,           ,good-bye   ,     1.00 ,            
   145 ,      14401 ,   159.40 ,     14418.7696 ,           ,good-bye   ,     1.00 ,            
   146 ,      14501 ,   160.50 ,     14518.8930 ,           ,good-bye   ,     1.00 ,            
   147 ,      14601 ,   161.60 ,     14619.0164 ,           ,good-bye   ,     1.00 ,            
   148 ,      14701 ,   162.70 ,     14719.1398 ,           ,good-bye   ,     1.00 ,            
   149 ,      14801 ,   163.80 ,     14819.2632 ,           ,good-bye   ,     1.00 ,            
   150 ,      14901 ,   164.90 ,     14919.3866 ,           ,good-bye   ,     1.00 ,            
   151 ,      15001 ,   166.00 ,     15019.5100 ,           ,good-bye   ,     1.00 ,            
   152 ,      15101 ,   167.10 ,     15119.6334 ,           ,good-bye   ,     1.00 ,            
   153 ,      15201 ,   168.20 ,     15219.7568 ,           ,good-bye   ,     1.00 ,            
   154 ,      15301 ,   169.30 ,     15319.8802 ,           ,good-bye   ,     1.00 ,            
   155 ,      15401 ,   170.40 ,     15420.0036 ,           ,good-bye   ,     1.00 ,            
   156 ,      15501 ,   171.50 ,     15520.1270 ,           ,good-bye   ,     1.00 ,            
   157 ,      15601 ,   172.60 ,     15620.2504 ,           ,good-bye   ,     1.00 ,            
   158 ,      15701 ,   173.70 ,     15720.3738 ,           ,good-bye   ,     1.00 ,            
   159 ,      15801 ,   174.80 ,     15820.4972 ,           ,good-bye   ,     1.00 ,            
   160 ,      15901 ,   175.90 ,     15920.6206 ,           ,good-bye   ,     1.00 ,            
   161 ,      16001 ,   177.00 ,     16020.7440 ,           ,good-bye   ,     1.00 ,            
   162 ,      16101 ,   178.10 ,     16120.8674 ,           ,good-bye   ,     1.00 ,            
   163 ,      16201 ,   179.20 ,     16220.9908 ,           ,good-bye   ,     1.00 ,            
   164 ,      16301 ,   180.30 ,     16321.1142 ,           ,good-bye   ,     1.00 ,            
   165 ,      16401 ,   181.40 ,     16421.2376 ,           ,good-bye   ,     1.00 ,            
   166 ,      16501 ,   182.50 ,     16521.3610 ,           ,good-bye   ,     1.00 ,            
   167 ,      16601 ,   183.60 ,     16621.4844 ,           ,good-bye   ,     1.00 ,            
   168 ,      16701 ,   184.70 ,     16721.6078 ,           ,good-bye   ,     1.00 ,            
   169 ,      16801 ,   185.80 ,     16821.7312 ,           ,good-bye   ,     1.00 ,            
   170 ,      16901 ,   186.90 ,     16921.8546 ,           ,good-bye   ,     1.00 ,            
   171 ,      17001 ,   188.00 ,     17021.9780 ,           ,good-bye   ,     1.00 ,            
   172 ,      17101 ,   189.10 ,     17122.1014 ,           ,good-bye   ,     1.00 ,            
   173 ,      17201 ,   190.20 ,     17222.2248 ,           ,good-bye   ,     1.00 ,            
   174 ,      17301 ,   191.30 ,     17322.3482 ,           ,good-bye   ,     1.00 ,            
